id,pos_X,pos_Y
1228,6.93,4.5
1229,8.66,4.5
1230,7.79,5.0
1231,6.93,5.5
1232,8.66,5.5
1233,5.2,4.5
1234,4.33,5.0
1235,6.06,5.0
1236,5.2,5.5
1237,4.33,6.0
1238,6.06,6.0
1239,5.2,6.5
1240,4.33,7.0
1241,6.06,7.0
1242,10.39,1.5
1243,9.53,2.0
1244,11.26,2.0
1245,10.39,2.5
1246,9.53,3.0
1247,11.26,3.0
1248,10.39,3.5
1249,9.53,4.0
1250,11.26,4.0
1251,7.79,0.0
1252,6.93,0.5
1253,8.66,0.5
1254,7.79,1.0
1255,6.93,1.5
1256,8.66,1.5
1257,7.79,2.0
1258,6.93,2.5
1259,8.66,2.5
1260,7.79,15.0
1261,9.53,15.0
1262,8.66,15.5
1263,8.66,16.5
1264,10.39,15.5
1265,9.53,16.0
1266,11.26,16.0
1267,10.39,16.5
1268,9.53,17.0
1269,7.79,12.0
1270,6.93,12.5
1271,8.66,12.5
1272,7.79,13.0
1273,6.93,13.5
1274,8.66,13.5
1275,7.79,14.0
1276,6.93,14.5
1277,8.66,14.5
1278,7.79,9.0
1279,6.93,9.5
1280,8.66,9.5
1281,7.79,10.0
1282,6.93,10.5
1283,8.66,10.5
1284,7.79,11.0
1285,6.93,11.5
1286,8.66,11.5
1287,7.79,6.0
1288,6.93,6.5
1289,8.66,6.5
1290,7.79,7.0
1291,6.93,7.5
1292,8.66,7.5
1293,7.79,8.0
1294,6.93,8.5
1295,8.66,8.5
1296,10.39,13.5
1297,9.53,14.0
1298,11.26,14.0
1299,10.39,14.5
1300,12.99,14.0
1301,12.12,14.5
1302,11.26,15.0
1303,12.99,15.0
1304,12.12,15.5
1305,10.39,10.5
1306,9.53,11.0
1307,11.26,11.0
1308,10.39,11.5
1309,9.53,12.0
1310,11.26,12.0
1311,10.39,12.5
1312,9.53,13.0
1313,11.26,13.0
1314,10.39,7.5
1315,9.53,8.0
1316,11.26,8.0
1317,10.39,8.5
1318,9.53,9.0
1319,11.26,9.0
1320,10.39,9.5
1321,9.53,10.0
1322,11.26,10.0
1323,10.39,4.5
1324,9.53,5.0
1325,11.26,5.0
1326,10.39,5.5
1327,9.53,6.0
1328,11.26,6.0
1329,10.39,6.5
1330,9.53,7.0
1331,11.26,7.0
1332,14.72,11.0
1333,14.72,12.0
1334,13.86,12.5
1335,14.72,13.0
1336,12.99,12.0
1337,12.12,12.5
1338,12.99,13.0
1339,12.12,13.5
1340,13.86,13.5
1341,12.99,9.0
1342,12.12,9.5
1343,13.86,9.5
1344,12.99,10.0
1345,12.12,10.5
1346,13.86,10.5
1347,12.99,11.0
1348,12.12,11.5
1349,13.86,11.5
1350,15.59,7.5
1351,14.72,8.0
1352,15.59,8.5
1353,14.72,9.0
1354,15.59,9.5
1355,14.72,10.0
1356,15.59,10.5
1357,16.45,11.0
1358,15.59,11.5
1359,12.99,6.0
1360,12.12,6.5
1361,13.86,6.5
1362,12.99,7.0
1363,12.12,7.5
1364,13.86,7.5
1365,12.99,8.0
1366,12.12,8.5
1367,13.86,8.5
1368,12.99,3.0
1369,12.12,3.5
1370,13.86,3.5
1371,12.99,4.0
1372,12.12,4.5
1373,13.86,4.5
1374,12.99,5.0
1375,12.12,5.5
1376,13.86,5.5
1377,12.99,0.0
1378,12.12,0.5
1379,13.86,0.5
1380,12.99,1.0
1381,12.12,1.5
1382,13.86,1.5
1383,12.99,2.0
1384,12.12,2.5
1385,13.86,2.5
1386,15.59,1.5
1387,14.72,2.0
1388,16.45,2.0
1389,15.59,2.5
1390,14.72,3.0
1391,16.45,3.0
1392,15.59,3.5
1393,14.72,4.0
1394,16.45,4.0
1395,15.59,-1.5
1396,14.72,-1.0
1397,16.45,-1.0
1398,15.59,-0.5
1399,14.72,0.0
1400,16.45,0.0
1401,15.59,0.5
1402,14.72,1.0
1403,16.45,1.0
1404,17.32,6.5
1405,18.19,7.0
1406,17.32,7.5
1407,18.19,8.0
1408,16.45,8.0
1409,17.32,8.5
1410,16.45,9.0
1411,17.32,9.5
1412,16.45,10.0
1413,15.59,4.5
1414,14.72,5.0
1415,16.45,5.0
1416,15.59,5.5
1417,14.72,6.0
1418,16.45,6.0
1419,15.59,6.5
1420,14.72,7.0
1421,16.45,7.0
1422,18.19,6.0
1423,19.05,5.5
1424,17.32,5.5
1425,18.19,5.0
1426,19.05,4.5
1427,17.32,4.5
1428,18.19,4.0
1429,19.05,3.5
1430,17.32,3.5
1431,18.19,3.0
1432,19.05,2.5
1433,17.32,2.5
1434,18.19,2.0
1435,19.05,1.5
1436,17.32,1.5
1437,18.19,1.0
1438,19.05,0.5
1439,17.32,0.5
